Id	Name	Family	Family Override	Saying	Duration	Difficulty	isFellowship	isOffensive	isUntargeted	IsInstantCast	School.Id	Requires TurnTo
4890	Journeyman Soldier's Light Weapon Aptitude	539	539	malarluril	1800	3	False	False	False	True	4	True
4891	Master Soldier's Light Weapon Aptitude	539	539	malarluril	1800	4	False	False	False	True	4	True
4892	Novice Warlock's War Magic Aptitude	550	550	malarluril	1800	1	False	False	False	True	4	True
4893	Apprentice Warlock's War Magic Aptitude	550	550	malarluril	1800	2	False	False	False	True	4	True
4894	Journeyman Warlock's War Magic Aptitude	550	550	malarluril	1800	3	False	False	False	True	4	True
4895	Master Warlock's War Magic Aptitude	550	550	malarluril	1800	4	False	False	False	True	4	True
4896	Novice Swordsmith's Weapon Tinkering Aptitude	562	562	malarluril	1800	1	False	False	False	True	4	True
4897	Apprentice Swordsmith's Weapon Tinkering Aptitude	562	562	malarluril	1800	2	False	False	False	True	4	True
4898	Journeyman Swordsmith's Weapon Tinkering Aptitude	562	562	malarluril	1800	3	False	False	False	True	4	True
4899	Master Swordsmith's Weapon Tinkering Aptitude	562	562	malarluril	1800	4	False	False	False	True	4	True
4900	Society Initiate's Blessing	517	517	equinzhachor	3600	3	False	False	False	True	4	True
4901	Society Adept's Blessing	517	517	equinzhachor	3600	6	False	False	False	True	4	True
4902	Society Knight's Blessing	517	517	equinzhachor	3600	9	False	False	False	True	4	True
4903	Society Lord's Blessing	517	517	equinzhachor	3600	12	False	False	False	True	4	True
4904	Society Master's Blessing	517	517	equinzhachor	3600	15	False	False	False	True	4	True
4905	Novice Challenger's Rejuvenation	555	555	malarluril	2700	1	False	False	False	True	2	True
4906	Apprentice Challenger's Rejuvenation	555	555	malarluril	2700	2	False	False	False	True	2	True
4907	Celestial Hand Stronghold Recall	214	214	shurovthizael	-1	150	False	False	True	False	3	False
4908	Eldrytch Web Stronghold Recall	214	214	shurovthizael	-1	150	False	False	True	False	3	False
4909	Radiant Blood Stronghold Recall	214	214	shurovthizael	-1	150	False	False	True	False	3	False
4910	Raider Tag	80	80	equinzhapaj	-1	1	False	True	False	True	2	True
4911	Epic Armor	379	379	kedrakquasith	780	60	False	False	False	False	2	True
4912	Epic Weapon Tinkering Expertise	377	377	kedrakluja	780	25	False	False	False	True	4	True
4913	Aerlinthe Pyramid Portal Sending	214	214		-1	125	False	False	False	False	3	True
4914	Aerlinthe Pyramid Portal Exit	214	214		-1	125	False	False	False	False	3	True
4915	A'mun Pyramid Portal Sending	214	214		-1	125	False	False	False	False	3	True
4916	A'mun Pyramid Portal Exit	214	214		-1	125	False	False	False	False	3	True
4917	Esper Pyramid Portal Sending	214	214		-1	125	False	False	False	False	3	True
4918	Esper Pyramid Portal Exit	214	214		-1	125	False	False	False	False	3	True
4919	Halaetan Pyramid Portal Sending	214	214		-1	125	False	False	False	False	3	True
4920	Halaetan Pyramid Portal Exit	214	214		-1	125	False	False	False	False	3	True
4921	Linvak Pyramid Portal Sending	214	214		-1	125	False	False	False	False	3	True
4922	Linvak Pyramid Portal Exit	214	214		-1	125	False	False	False	False	3	True
4923	Obsidian Pyramid Portal Sending	214	214		-1	125	False	False	False	False	3	True
4924	Obsidian Pyramid Portal Exit	214	214		-1	125	False	False	False	False	3	True
4925	Dance	198	198	malaropaj	30	800	False	False	False	False	4	True
4926	Smite	80	80	zhapaj	-1	400	False	False	False	False	2	True
4927	Incantation of Acid Stream with 300 Spellpower	117	117	zojakquafeth	-1	300	False	True	False	False	1	True
4928	Incantation of Acid Stream with 350 Spellpower	117	117	zojakquafeth	-1	350	False	True	False	False	1	True
4929	Harm	80	80	equinzhapaj	-1	1	False	False	False	True	2	True
4930	Flame Bolt I	121	121	zojakquaguz	-1	900	False	True	False	False	1	True
4931	Mini Fireball	121	121	zojakquaguz	-1	900	False	True	False	False	1	True
4932	Mini Fireball	121	121	zojakquaguz	-1	900	False	True	False	False	1	True
4933	Slowness	6	6	equincaja	5	1	False	False	False	True	4	True
4934	Slowness	6	6	equincaja	10	1	False	False	False	True	4	True
4935	Slowness	6	6	equincaja	20	1	False	False	False	True	4	True
4936	Flame Bolt I	121	121	zojakquaguz	-1	900	False	True	False	False	1	True
4937	Flame Bolt I	121	121	zojakquaguz	-1	900	False	True	False	False	1	True
4938	Flame Bolt I	121	121	zojakquaguz	-1	900	False	True	False	False	1	True
4939	Mini Uber	121	121	zojakquaguz	-1	900	False	True	False	False	1	True
4940	Mini Ring	227	227	volaequazael	-1	200	False	True	False	False	1	False
4941	Mini Ring	227	227	volaequazael	-1	200	False	True	False	False	1	False
4942	Mini Ring	227	227	volaequazael	-1	200	False	True	False	False	1	False
4943	Mini Fireball	121	121	zojakquaguz	-1	900	False	True	False	False	1	True
4944	Slowness	6	6	equincaja	40	1	False	False	False	True	4	True
4945	Flame Bolt I	121	121	zojakquaguz	-1	900	False	True	False	False	1	True
4946	Mini Ring	227	227	volaequazael	-1	200	False	True	False	False	1	False
4947	Harm	80	80	equinzhapaj	-1	1	False	False	False	True	2	True
4948	Harm	80	80	equinzhapaj	-1	1	False	False	False	True	2	True
4949	Harm	80	80	equinzhapaj	-1	1	False	False	False	True	2	True
4950	Tactical Defense	214	214	thithi	-1	125	False	False	False	False	3	True
4951	Tactical Defense	214	214	thithi	-1	125	False	False	False	False	3	True
4952	Tactical Defense	214	214	thithi	-1	125	False	False	False	False	3	True
4953	Test Portal	214	214	thithi	-1	125	False	False	False	False	3	True
4954	Crystalline Portal	214	214	thithi	-1	125	False	False	False	False	3	True
4955	Portal Space Eddy	214	214	thithi	-1	125	False	False	False	False	3	True
4956	Tanada Sanctum Portal Sending	214	214	thithi	-1	125	False	False	False	False	3	True
4957	Tanada Sanctum Return	214	214	thithi	-1	125	False	False	False	False	3	True
4958	Greater Rockslide	19	19		5400	450	False	False	False	False	4	True
4959	Lesser Rockslide	19	19		5400	400	False	False	False	False	4	True
4960	Lesser Rockslide	19	19		5400	400	False	False	False	False	4	True
4961	Lesser Rockslide	19	19		5400	400	False	False	False	False	4	True
4962	Rockslide	19	19		5400	425	False	False	False	False	4	True
4963	Rockslide	19	19		5400	425	False	False	False	False	4	True
4964	Rockslide	19	19		5400	425	False	False	False	False	4	True
4965	Greater Rockslide	19	19		5400	450	False	False	False	False	4	True
4966	Greater Rockslide	19	19		5400	450	False	False	False	False	4	True
4967	Cleansing Ring of Fire	226	226	volaequaguz	-1	200	False	True	False	False	1	False
4968	Ranger's Boon	439	439	kedrakhatak	780	2	False	False	False	True	4	True
4969	Ranger's Boon	439	439	kedrakhatak	780	2	False	False	False	True	4	True
4970	Ranger's Boon	439	439	kedrakhatak	780	2	False	False	False	True	4	True
4971	Enchanter's Boon	430	430	kedrakealoi	780	2	False	False	False	True	4	True
4972	Hieromancer's Boon	426	426	kedrakeati	780	2	False	False	False	True	4	True
4973	Fencer's Boon	442	442	kedrakluzael	780	2	False	False	False	True	4	True
4974	Life Giver's Boon	429	429	kedrakeavik	780	2	False	False	False	True	4	True
4975	Kern's Boon	438	438	kedraklutak	600	2	False	False	False	True	4	True
4976	Kern's Boon	438	438	kedraklutak	600	2	False	False	False	True	4	True
4977	Kern's Boon	438	438	kedraklutak	600	2	False	False	False	True	4	True
4978	Kern's Boon	438	438	kedraklutak	600	2	False	False	False	True	4	True
4979	Soldier's Boon	447	447	kedrakluril	780	2	False	False	False	True	4	True
4980	Kern's Boon	438	438	kedraklutak	600	2	False	False	False	True	4	True
4981	Incantation of Stamina to Mana Self	89	89	puishzharil	-1	400	False	False	True	False	2	False
4982	Nimble Fingers - Lockpick	584	584	malarguaril	360	5	False	False	False	True	4	True
4983	Nimble Fingers - Alchemy	587	587	malareatak	360	5	False	False	False	True	4	True
4984	Nimble Fingers - Cooking	586	586	malarguafeth	360	5	False	False	False	True	4	True
4985	Nimble Fingers - Fletching	585	585	malarguareth	360	5	False	False	False	True	4	True
4986	Assassin's Alchemy Kit	592	592	malareatak	360	1	False	False	False	True	4	True
4987	Olthoi Spit	117	117	zojakquafeth	-1	1	False	True	False	True	1	True
4988	Tunnel Out	214	214	thithi	-1	125	False	False	True	False	3	False
4989	Mysterious Portal	214	214	thithi	-1	125	False	False	False	False	3	True
4990	Floor Puzzle Bypass	214	214	thithi	-1	125	False	False	False	False	3	True
4991	Jump Puzzle Bypass	214	214	thithi	-1	125	False	False	False	False	3	True
4992	Direct Assassin Access	214	214	thithi	-1	125	False	False	False	False	3	True
4993	Portal to Derethian Combat Arena	214	214	thithi	-1	125	False	False	False	False	3	True
4994	Get over here!	214	214	thithi	-1	125	False	False	False	False	3	True
4995	Portal to Derethian Combat Arena	214	214	thithi	-1	125	False	False	False	False	3	True
4996	Portal to Derethian Combat Arena	214	214	thithi	-1	125	False	False	False	False	3	True
4997	Portal to Derethian Combat Arena	214	214	thithi	-1	125	False	False	False	False	3	True
4998	Arena Stamina	281	281	careth	180	15	False	False	False	True	2	True
4999	Arena Life	279	279	careth	180	15	False	False	False	True	2	True
5000	Arena Mana	283	283	careth	180	250	False	False	False	False	2	True
5001	Arena Piercing Protection Other	111	111	helkasquaril	180	400	False	False	False	False	2	True
5002	Arena Acid Protection Other	101	101	helkasqualoi	180	400	False	False	False	False	2	True
5003	Arena Blade Protection Other	113	113	helkasquaguz	180	400	False	False	False	False	2	True
5004	Arena Bludgeoning Protection Other	103	103	helkasquareth	180	400	False	False	False	False	2	True
5005	Arena Cold Protection Other	105	105	helkasquavik	180	400	False	False	False	False	2	True
5006	Arena Fire Protection Other	109	109	helkasquatak	180	400	False	False	False	False	2	True
5007	Arena Lightning Protection Other	107	107	helkasquafeth	180	400	False	False	False	False	2	True
5008	Apostate Nexus Portal Sending	214	214	thithi	-1	200	False	False	False	False	3	True
5009	Aerfalle's Greater Ward	160	160	qua	3600	401	False	False	False	False	3	True
5010	Entering Aerfalle's Sanctum	214	214	thithi	-1	125	False	False	False	False	3	True
5011	Geomantic Raze	80	80	equinzhapaj	-1	400	False	True	False	False	2	True
5012	Mar'uun	214	214	thithi	-1	125	False	False	False	False	3	True
5013	Mar'uun	214	214	thithi	-1	125	False	False	False	False	3	True
5014	Mar'uun	214	214	thithi	-1	125	False	False	False	False	3	True
5015	Mar'uun	214	214	thithi	-1	125	False	False	False	False	3	True
5016	Mar'uun	214	214	thithi	-1	125	False	False	False	False	3	True
5017	Mar'uun	214	214	thithi	-1	125	False	False	False	False	3	True
5018	Story of the Unknown Warrior	214	214	thithi	-1	125	False	False	False	False	3	True
5019	Portalspace Rift	214	214	thithi	-1	125	False	False	False	False	3	True
5020	Portalspace Rift	214	214	thithi	-1	125	False	False	False	False	3	True
5021	Portalspace Rift	214	214	thithi	-1	125	False	False	False	False	3	True
5022	Portalspace Rift	214	214	thithi	-1	125	False	False	False	False	3	True
5023	Spectral Two Handed Combat Mastery	598	598	malarluril	540	250	False	False	True	True	4	False
5024	Spectral Item Expertise	453	453	malarguaja	900	600	False	False	True	True	4	False
5025	Prodigal Item Expertise	453	453	malarguaja	900	600	False	False	True	True	4	False
5026	Prodigal Two Handed Combat Mastery	598	598	malarluril	900	600	False	False	True	True	4	False
5027	Greater Cascade	595	595		780	15	False	False	False	True	4	True
5028	Lesser Cascade	595	595		780	8	False	False	False	True	4	True
5029	Cascade	595	595		780	12	False	False	False	True	4	True
5030	Two Handed Fighter's Boon	597	597	kedrakluril	780	2	False	False	False	True	4	True
5031	Two Handed Fighter's Boon	597	597	kedrakluril	780	2	False	False	False	True	4	True
5032	Incantation of Two Handed Combat Mastery Self	593	593	malarluril	5400	400	False	False	True	True	4	False
5033	Epic Item Tinkering Expertise	353	353	kedrakguaja	780	25	False	False	False	True	4	True
5034	Epic Two Handed Combat Aptitude	595	595	kedrakluril	780	25	False	False	False	True	4	True
5035	Feeble Sword Aptitude	595	595	kedrakluril	780	3	False	False	False	True	4	True
5036	Feeble Two Handed Combat Aptitude	595	595	kedrakluril	780	3	False	False	False	True	4	True
5037	Item Tinkering Ignorance Other I	58	58	equinguaja	60	1	False	True	False	True	4	True
5038	Item Tinkering Ignorance Other II	58	58	equinguaja	90	75	False	True	False	False	4	True
5039	Item Tinkering Ignorance Other III	58	58	equinguaja	120	125	False	True	False	False	4	True
5040	Item Tinkering Ignorance Other IV	58	58	equinguaja	150	175	False	True	False	False	4	True
5041	Item Tinkering Ignorance Other V	58	58	equinguaja	180	225	False	True	False	False	4	True
5042	Item Tinkering Ignorance Other VI	58	58	equinguaja	210	275	False	True	False	False	4	True
5043	Unfortunate Appraisal	58	58	equinguaja	240	325	False	True	False	False	4	True
5044	Incantation of Item Tinkering Ignorance Other	58	58	equinguaja	300	400	False	True	False	False	4	True
5045	Item Tinkering Ignorance Self I	58	58	equinguaja	60	1	False	False	True	True	4	False
5046	Item Tinkering Ignorance Self II	58	58	equinguaja	90	75	False	False	True	True	4	False
5047	Item Tinkering Ignorance Self III	58	58	equinguaja	120	125	False	False	True	True	4	False
5048	Item Tinkering Ignorance Self IV	58	58	equinguaja	150	175	False	False	True	True	4	False
5049	Item Tinkering Ignorance Self V	58	58	equinguaja	180	225	False	False	True	True	4	False
5050	Item Tinkering Ignorance Self VI	58	58	equinguaja	210	275	False	False	True	True	4	False
5051	Item Tinkering Ignorance Self VII	58	58	equinguaja	240	325	False	False	True	True	4	False
5052	Incantation of Item Tinkering Ignorance Self	58	58	equinguaja	300	400	False	False	True	True	4	False
5053	Item Tinkering Expertise Other I	57	57	malarguaja	1800	1	False	False	False	True	4	True
5054	Item Tinkering Expertise Other II	57	57	malarguaja	1800	50	False	False	False	False	4	True
5055	Item Tinkering Expertise Other III	57	57	malarguaja	1800	100	False	False	False	False	4	True
5056	Item Tinkering Expertise Other IV	57	57	malarguaja	1800	150	False	False	False	False	4	True
5057	Item Tinkering Expertise Other V	57	57	malarguaja	1800	200	False	False	False	False	4	True
5058	Item Tinkering Expertise Other VI	57	57	malarguaja	2700	250	False	False	False	False	4	True
5059	Yoshi's Boon	57	57	malarguaja	3600	300	False	False	False	False	4	True
5060	Incantation of Item Tinkering Expertise Other	57	57	malarguaja	5400	400	False	False	False	False	4	True
5061	Item Tinkering Expertise Self I	57	57	malarguaja	1800	1	False	False	True	True	4	False
5062	Item Tinkering Expertise Self II	57	57	malarguaja	1800	50	False	False	True	True	4	False
5063	Item Tinkering Expertise Self III	57	57	malarguaja	1800	100	False	False	True	True	4	False
5064	Item Tinkering Expertise Self IV	57	57	malarguaja	1800	150	False	False	True	True	4	False
5065	Item Tinkering Expertise Self V	57	57	malarguaja	1800	200	False	False	True	True	4	False
5066	Item Tinkering Expertise Self VI	57	57	malarguaja	2700	250	False	False	True	True	4	False
5067	Yoshi's Blessing	57	57	malarguaja	3600	300	False	False	True	True	4	False
5068	Incantation of Item Tinkering Expertise Self	57	57	malarguaja	5400	400	False	False	True	True	4	False
5069	Major Item Tinkering Expertise	353	353	kedrakguaja	780	2	False	False	False	True	4	True
5070	Major Two Handed Combat Aptitude	595	595	kedrakluril	780	15	False	False	False	True	4	True
5071	Minor Item Tinkering Expertise	353	353	kedrakguaja	780	1	False	False	False	True	4	True
5072	Minor Two Handed Combat Aptitude	595	595	kedrakluril	780	5	False	False	False	True	4	True
5073	Moderate Item Tinkering Expertise	602	602	kedrakguaja	780	10	False	False	False	True	4	True
5074	Moderate Two Handed Combat Aptitude	595	595	kedrakluril	780	10	False	False	False	True	4	True
5075	Two Handed Combat Ineptitude Other I	594	594	equinluril	60	1	False	True	False	True	4	True
5076	Two Handed Combat Ineptitude Other II	594	594	equinluril	90	75	False	True	False	False	4	True
5077	Two Handed Combat Ineptitude Other III	594	594	equinluril	120	125	False	True	False	False	4	True
5078	Two Handed Combat Ineptitude Other IV	594	594	equinluril	150	175	False	True	False	False	4	True
5079	Two Handed Combat Ineptitude Other V	594	594	equinluril	180	225	False	True	False	False	4	True
5080	Two Handed Combat Ineptitude Other VI	594	594	equinluril	210	275	False	True	False	False	4	True
5081	Greased Palms	594	594	equinluril	240	325	False	True	False	False	4	True
5082	Incantation of Two Handed Combat Ineptitude Other	594	594	equinluril	300	400	False	True	False	False	4	True
5083	Two Handed Combat Ineptitude Self I	594	594	equinluril	60	1	False	False	True	True	4	False
5084	Two Handed Combat Ineptitude Self II	594	594	equinluril	90	75	False	False	True	True	4	False
5085	Two Handed Combat Ineptitude Self III	594	594	equinluril	120	125	False	False	True	True	4	False
5086	Two Handed Combat Ineptitude Self IV	594	594	equinluril	150	175	False	False	True	True	4	False
5087	Two Handed Combat Ineptitude Self V	594	594	equinluril	180	225	False	False	True	True	4	False
5088	Two Handed Combat Ineptitude Self VI	594	594	equinluril	210	275	False	False	True	True	4	False
5089	Two Handed Combat Ineptitude Self VII	594	594	equinluril	240	325	False	False	True	True	4	False
5090	Incantation of Two Handed Combat Ineptitude Self	594	594	equinluril	300	400	False	False	True	True	4	False
5091	Two Handed Combat Mastery Other I	593	593	malarluril	1800	1	False	False	False	True	4	True
5092	Two Handed Combat Mastery Other II	593	593	malarluril	1800	50	False	False	False	False	4	True
5093	Two Handed Combat Mastery Other III	593	593	malarluril	1800	100	False	False	False	False	4	True
5094	Two Handed Combat Mastery Other IV	593	593	malarluril	1800	150	False	False	False	False	4	True
5095	Two Handed Combat Mastery Other V	593	593	malarluril	1800	200	False	False	False	False	4	True
5096	Two Handed Combat Mastery Other VI	593	593	malarluril	2700	250	False	False	False	False	4	True
5097	Boon of T'ing	593	593	malarluril	3600	300	False	False	False	False	4	True
5098	Incantation of Two Handed Combat Mastery Other	593	593	malarluril	5400	400	False	False	False	False	4	True
5099	Two Handed Combat Mastery Self I	593	593	malarluril	1800	1	False	False	True	True	4	False
5100	Two Handed Combat Mastery Self II	593	593	malarluril	1800	50	False	False	True	True	4	False
5101	Two Handed Combat Mastery Self III	593	593	malarluril	1800	100	False	False	True	True	4	False
5102	Two Handed Combat Mastery Self IV	593	593	malarluril	1800	150	False	False	True	True	4	False
5103	Two Handed Combat Mastery Self V	593	593	malarluril	1800	200	False	False	True	True	4	False
5104	Two Handed Combat Mastery Self VI	593	593	malarluril	2700	250	False	False	True	True	4	False
5105	Blessing of T'ing	593	593	malarluril	3600	300	False	False	True	True	4	False
5106	Master Inventor's Item Tinkering Aptitude	563	563	malarluril	1800	4	False	False	False	True	4	True
5107	Novice Soldier's Two Handed Combat Aptitude	599	599	malarluril	1800	1	False	False	False	True	4	True
5108	Apprentice Soldier's Two Handed Combat Aptitude	599	599	malarluril	1800	2	False	False	False	True	4	True
5109	Journeyman Soldier's Two Handed Combat Aptitude	599	599	malarluril	1800	3	False	False	False	True	4	True
5110	Master Soldier's Two Handed Combat Aptitude	599	599	malarluril	1800	4	False	False	False	True	4	True
5111	Novice Inventor's Item Tinkering Aptitude	563	563	malarluril	1800	1	False	False	False	True	4	True
5112	Apprentice Inventor's Item Tinkering Aptitude	563	563	malarluril	1800	2	False	False	False	True	4	True
5113	Journeyman Inventor's Item Tinkering Aptitude	563	563	malarluril	1800	3	False	False	False	True	4	True
5114	Expose Weakness VIII	116	116	cruathquasith	300	400	False	True	False	False	2	True
5115	Expose Weakness I	116	116	cruathquasith	60	25	False	True	False	True	2	True
5116	Expose Weakness II	116	116	cruathquasith	90	75	False	True	False	False	2	True
5117	Expose Weakness III	116	116	cruathquasith	120	125	False	True	False	False	2	True
5118	Expose Weakness IV	116	116	cruathquasith	150	175	False	True	False	False	2	True
5119	Expose Weakness V	116	116	cruathquasith	180	225	False	True	False	False	2	True
5120	Expose Weakness VI	116	116	cruathquasith	210	275	False	True	False	False	2	True
5121	Expose Weakness VII	116	116	cruathquasith	240	325	False	True	False	False	2	True
5122	Call of Leadership V	609	609	malarcazael	1800	400	True	False	True	False	2	False
5123	Answer of Loyalty (Mana) I	607	607	malarcareth	1800	175	True	False	True	False	2	False
5124	Answer of Loyalty (Mana) II	607	607	malarcareth	1800	225	True	False	True	False	2	False
5125	Answer of Loyalty (Mana) III	607	607	malarcareth	1800	275	True	False	True	False	2	False
5126	Answer of Loyalty (Mana) IV	607	607	malarcazael	1800	325	True	False	True	False	2	False
5127	Answer of Loyalty (Mana) V	607	607	malarcazael	1800	400	True	False	True	False	2	False
5128	Answer of Loyalty (Stamina) I	608	608	malarcareth	1800	175	True	False	True	False	2	False
5129	Answer of Loyalty (Stamina) II	608	608	malarcareth	1800	225	True	False	True	False	2	False
5130	Answer of Loyalty (Stamina) III	608	608	malarcareth	1800	275	True	False	True	False	2	False
5131	Answer of Loyalty (Stamina) IV	608	608	malarcazael	1800	325	True	False	True	False	2	False
5132	Answer of Loyalty (Stamina) V	608	608	malarcazael	1800	400	True	False	True	False	2	False
5133	Call of Leadership I	609	609	malarcareth	1800	175	True	False	True	False	2	False
5134	Call of Leadership II	609	609	malarcareth	1800	225	True	False	True	False	2	False
5135	Call of Leadership III	609	609	malarcareth	1800	275	True	False	True	False	2	False
5136	Call of Leadership IV	609	609	malarcazael	1800	325	True	False	True	False	2	False
5137	Augmented Understanding III	615	615	reth	510	3	False	False	True	True	2	False
5138	Augmented Damage I	610	610	reth	510	1	False	False	True	True	2	False
5139	Augmented Damage II	610	610	reth	510	2	False	False	True	True	2	False
5140	Augmented Damage III	610	610	reth	510	3	False	False	True	True	2	False
5141	Augmented Damage Reduction I	611	611	reth	510	1	False	False	True	True	2	False
5142	Augmented Damage Reduction II	611	611	reth	510	2	False	False	True	True	2	False
5143	Augmented Damage Reduction III	611	611	reth	510	3	False	False	True	True	2	False
5144	Augmented Health I	612	612	reth	510	1	False	False	True	True	2	False
5145	Augmented Health II	612	612	reth	510	2	False	False	True	True	2	False
5146	Augmented Health III	612	612	reth	510	3	False	False	True	True	2	False
5147	Augmented Mana I	614	614	reth	510	1	False	False	True	True	2	False
5148	Augmented Mana II	614	614	reth	510	2	False	False	True	True	2	False
5149	Augmented Mana III	614	614	reth	510	3	False	False	True	True	2	False
5150	Augmented Stamina I	613	613	reth	510	1	False	False	True	True	2	False
5151	Augmented Stamina II	613	613	reth	510	2	False	False	True	True	2	False
5152	Augmented Stamina III	613	613	reth	510	3	False	False	True	True	2	False
5153	Augmented Understanding I	615	615	reth	510	1	False	False	True	True	2	False
5154	Augmented Understanding II	615	615	reth	510	2	False	False	True	True	2	False
5155	Virindi Whisper IV	616	616	malareaja	60	150	False	False	False	False	4	True
5156	Virindi Whisper V	616	616	malareaja	60	225	False	False	False	False	4	True
5157	Virindi Whisper I	616	616	malareaja	60	1	False	False	False	True	4	True
5158	Virindi Whisper II	616	616	malareaja	60	50	False	False	False	False	4	True
5159	Virindi Whisper III	616	616	malareaja	60	100	False	False	False	False	4	True
5160	Mhoire Castle	214	214	thithi	-1	125	False	False	False	False	3	True
5161	Mhoire Castle Great Hall	214	214	thithi	-1	125	False	False	False	False	3	True
5162	Mhoire Castle Northeast Tower	214	214	thithi	-1	125	False	False	False	False	3	True
5163	Mhoire Castle Northwest Tower	214	214	thithi	-1	125	False	False	False	False	3	True
5164	Mhoire Castle Southeast Tower	214	214	thithi	-1	125	False	False	False	False	3	True
5165	Mhoire Castle Southwest Tower	214	214	thithi	-1	125	False	False	False	False	3	True
5166	Flaming Skull	121	121	volaequati	-1	320	False	True	False	False	1	True
5167	Mhoire Castle Exit Portal	214	214	thithi	-1	125	False	False	False	False	3	True
5168	a spectacular view of the Mhoire lands	214	214	thithi	-1	125	False	False	False	False	3	True
5169	a descent into the Mhoire catacombs	214	214	thithi	-1	125	False	False	False	False	3	True
5170	a descent into the Mhoire catacombs	214	214	thithi	-1	125	False	False	False	False	3	True
5171	Spectral Fountain Sip	617	617	helkasquasith	300	250	False	False	False	False	2	True
5172	Spectral Fountain Sip	618	618	helkasquasith	300	250	False	False	False	False	2	True
5173	Spectral Fountain Sip	619	619	helkasquasith	300	250	False	False	False	False	2	True
5174	Mhoire's Blessing of Power	610	610	helkasquasith	300	250	False	False	False	False	2	True
5175	Facility Hub Recall	214	214	thithi	-1	125	False	False	True	False	3	False
5176	Celestial Hand Basement	214	214	thithi	-1	125	False	False	False	False	3	True
5177	Radiant Blood Basement	214	214	thithi	-1	125	False	False	False	False	3	True
5178	Eldrytch Web Basement	214	214	thithi	-1	125	False	False	False	False	3	True
5179	Celestial Hand Basement	214	214	thithi	-1	125	False	False	False	False	3	True
5180	Radiant Blood Basement	214	214	thithi	-1	125	False	False	False	False	3	True
5181	Eldrytch Web Basement	214	214	thithi	-1	125	False	False	False	False	3	True
5182	Aura of Incantation of Spirit Drinker	695	695	malaraeril	5400	350	False	False	True	False	3	False
5183	Aura of Incantation of Blood Drinker Self	154	154	malaraeril	5400	350	False	False	True	False	3	False
5184	Rare Damage Boost VII	633	633	reth	10800	1	False	False	True	True	2	False
5185	Rare Damage Boost VIII	633	633	reth	10800	1	False	False	True	True	2	False
5186	Rare Damage Boost IX	633	633	reth	10800	1	False	False	True	True	2	False
5187	Rare Damage Boost X	633	633	reth	10800	1	False	False	True	True	2	False
5188	Rare Damage Reduction I	634	634	reth	10800	1	False	False	True	True	2	False
5189	Rare Damage Reduction II	634	634	reth	10800	1	False	False	True	True	2	False
5190	Rare Damage Reduction III	634	634	reth	10800	1	False	False	True	True	2	False
5191	Rare Damage Reduction IV	634	634	reth	10800	1	False	False	True	True	2	False
5192	Rare Damage Reduction V	634	634	reth	10800	1	False	False	True	True	2	False
5193	Rare Damage Reduction V	634	634	reth	10800	1	False	False	True	True	2	False
5194	Rare Damage Reduction V	634	634	reth	10800	1	False	False	True	True	2	False
5195	Rare Damage Reduction V	634	634	reth	10800	1	False	False	True	True	2	False
5196	Rare Damage Reduction V	634	634	reth	10800	1	False	False	True	True	2	False
5197	Rare Damage Reduction V	634	634	reth	10800	1	False	False	True	True	2	False
5198	Rare Damage Boost I	633	633	reth	10800	1	False	False	True	True	2	False
5199	Rare Damage Boost II	633	633	reth	10800	1	False	False	True	True	2	False
5200	Rare Damage Boost III	633	633	reth	10800	1	False	False	True	True	2	False
5201	Rare Damage Boost IV	633	633	reth	10800	1	False	False	True	True	2	False
5202	Rare Damage Boost V	633	633	reth	10800	1	False	False	True	True	2	False
5203	Rare Damage Boost VI	633	633	reth	10800	1	False	False	True	True	2	False
5204	Surge of Destruction	628	628	reth	8	1	False	False	True	True	2	False
5205	Surge of Affliction	631	631	helkasquasith	19	250	False	False	False	False	2	True
5206	Surge of Protection	629	629	reth	12	1	False	False	True	True	2	False
5207	Surge of Festering	619	619	helkasquasith	12	250	False	False	False	False	2	True
5208	Surge of Regeneration	630	630	helkasquasith	19	250	False	False	False	False	2	True
5209	Sigil of Fury I (Critical Damage)	626	626	reth	510	1	False	False	True	True	2	False
5210	Sigil of Fury II (Critical Damage)	626	626	reth	510	2	False	False	True	True	2	False
5211	Sigil of Fury III (Critical Damage)	626	626	reth	510	3	False	False	True	True	2	False
5212	Sigil of Fury IV (Critical Damage)	626	626	reth	510	4	False	False	True	True	2	False
5213	Sigil of Fury V (Critical Damage)	626	626	reth	510	5	False	False	True	True	2	False
5214	Sigil of Fury VI (Critical Damage)	626	626	reth	510	6	False	False	True	True	2	False
5215	Sigil of Fury VII (Critical Damage)	626	626	reth	510	7	False	False	True	True	2	False
5216	Sigil of Fury VIII (Critical Damage)	626	626	reth	510	8	False	False	True	True	2	False
5217	Sigil of Fury IX (Critical Damage)	626	626	reth	510	9	False	False	True	True	2	False
5218	Sigil of Fury X (Critical Damage)	626	626	reth	510	10	False	False	True	True	2	False
5219	Sigil of Fury XI (Critical Damage)	626	626	reth	510	11	False	False	True	True	2	False
5220	Sigil of Fury XII (Critical Damage)	626	626	reth	510	12	False	False	True	True	2	False
5221	Sigil of Fury XIII (Critical Damage)	626	626	reth	510	13	False	False	True	True	2	False
5222	Sigil of Fury XIV (Critical Damage)	626	626	reth	510	14	False	False	True	True	2	False
